VERSION 1
FORMAT x y z
POINTS 150
DATA ascii
80.6155257955035 59.19147667191421 83.096024795738
86.15288608524591 55.758628002919394 48.18591986596421
6.268779257701174 83.42449331663879 2.3592618077817873
46.666824168954044 83.36003263890562 57.14076620779115
83.5047983046685 3.4111612279097647 33.131948173521096
53.41874743689638 36.53354475879197 19.97264480852007
4.451359352099892 2.082041326697459 75.87279713544035
22.490978830515708 97.3566623191904 66.50887127148751
6.598114431952206 90.31397177757322 48.64507545684737
47.86876918320139 61.05577085577484 27.567149171046424
57.934212086184836 88.32621169352727 98.04287650025921
51.70889052212001 38.68601024992412 82.51469058458814
49.566770035829336 59.44882408542889 24.95412120015792
8.266056169770874 5.7343499088278405 83.08832320841394
14.595604137460372 36.87795152880094 75.81528242127405
21.005059676681405 52.561275966916575 43.9132392154532
92.16458237129606 42.67125504649047 23.697242330051406
96.02516776962251 26.932229434617305 73.68854633018346
43.48230149197965 97.49262146351838 63.394888019477726
19.493028615562746 69.99738453177098 66.18428890545398
3.81599055690052 17.169079452920855 83.46145657328175
73.41307807496655 72.06250271224954 45.81874357171465
7.834683883211313 87.3390732587099 36.80817303268922
70.0024505435954 2.9223753456960266 33.50067320607225
53.85418911808863 68.71983384333387 78.99573937677344
30.810313818486613 25.36504066999459 19.050636831812394
56.23275513311565 7.67531299293811 92.98971837247119
92.20615231852582 15.37226752419084 90.81872133211377
18.39665667990371 79.11949028069591 78.07670107183695
65.07462948809865 56.781816365710526 95.37199252391719
57.41014576932443 86.89327998118769 46.02564824548114
1.945584570794967 93.41949849935753 91.36147378157405
16.250551365930864 89.22403736995325 10.185359712521125
82.18781030826075 46.86245891033083 74.13667629777318
72.71817725209492 17.357421064435698 61.66828000098518
65.92462316452942 88.84819548086467 98.26384415587749
53.52783435693353 26.8089249168978 71.98467687782988
52.4674983811247 15.303359745148825 62.81237861219955
81.62677480704174 10.24881689131043 3.778538628706485
82.75335495798 41.40296805557973 62.080201638826395
64.85848673833966 52.66204857441294 27.446822932447013
5.834417432937078 14.966104102301813 23.881471742748094
19.533641164154037 92.31239780047933 44.613001735208556
74.5327836919648 6.067704892488635 14.006916232107148
90.36730489391897 40.841327222564075 19.97389222173116
71.53167523476058 92.91832489987341 5.530159729278394
52.61839910004063 76.37993748208858 92.64629938951866
57.40061969037061 25.523229338023135 25.945615633603346
98.91715025206496 1.678631187536006 46.391164237519476
15.720809094681831 58.85344301242822 35.315626231994415
8.665767109167955 91.25545702854406 48.53292485193239
60.73775682184992 17.39262166119143 57.90962283229616
27.116717474615392 70.97848101629887 15.858902813017007
42.35764822960013 38.784185081655885 26.11981119185196
37.98804491805454 94.17809203725967 58.511844865129305
68.16395395680293 11.723036042112723 13.696093188293334
50.31498753531459 29.009481475513898 94.56335113827889
23.14882613809036 39.377022622796886 76.8540083606134
18.45384110032624 53.670133800010944 36.99970311564931
67.74313804212743 80.22121412999192 78.29453894634662
71.70533442800534 1.7619549070898133 89.11840655766522
93.34292477304095 12.845041001606594 48.18527808532529
54.65128872343919 13.472447272929678 42.057023071737
67.6076098022066 80.42994391959706 65.73000095656595
64.72143726224813 54.07663915377611 87.40851795516627
49.1538245540529 85.369077049535 76.5931134596378
57.850861162426924 49.41115850805063 20.053081640752445
38.720799628314786 91.6154490631413 53.70777222822599
56.52271244589059 28.939821485292317 33.67813917463489
20.487011241435926 87.1114097212384 78.57531402219237
18.567933410518012 53.67776448127797 60.76368532115097
99.51832400108792 53.51383766311378 9.370461997157909
12.947386883756984 2.5989084494079218 18.823678005118825
98.39518558412435 2.5709913252040417 93.45847339530752
9.152891754425818 49.2480967150638 55.664011777471046
47.29242772125446 88.67028553009789 13.312446271153334
37.69983852778764 60.74043769360159 3.7090038958916827
39.154249937125975 35.76483604262896 18.51213801560877
15.280786163109394 87.7272719189435 14.135192809525599
93.924482213493 76.21369801494303 25.195399083619986
37.91564732399103 81.89335451026906 55.49256882097622
95.89429400357903 71.8724797447462 28.028968317348212
12.690875847323502 27.719314066097667 18.177233825029237
15.379046331777623 39.04932170758863 79.92503292630754
94.00340224872691 45.0167905718587 92.63004249156869
95.98937818153755 47.63900357816211 0.23579642431779124
66.34361350581295 81.75504736403433 59.86930637663871
74.89891701443027 24.71213509918012 12.957459268657257
43.64128514120823 74.30588449574388 50.034055379465414
0.28835050297644216 88.66600490151956 27.96796508450966
79.4874042362614 77.110826647434 59.55334446279564
24.56911933592123 41.6574375894066 67.7032727225505
>
